"SITECODE","ORG_NAME","ORG_EMAIL","MANAG_CONSERV_MEASURES","MANAG_PLAN","MANAG_PLAN_URL","MANAG_STATUS","ORG_LOCATORNAME","ORG_DESIGNATOR","ORG_ADMINUNIT","ORG_POSTCODE","ORG_POSTNAME","ORG_ADRESS","ORG_ADDRESS_UNSTRUCTURED"
"IT9350143","Provincia di Reggio Calabria","protocollo@pec.provincia.rc.it","da proporre","Servizio di supporto nella predisposizione del Piano di gestione dei siti Natura 2000 sul territorio della Provincia di Reggio Calabria. Documento definitivo di Piano e allegati. Provincia di Reggio Calabria, 2007.","","Y","","","","","","","Piazza Italia - 89124 Reggio Calabria"
"IT9350153","Ente Parco Nazionale dell'Aspromonte ","info.posta@parcoaspromonte.gov.it","in preparazione","","","N","","","","","","","Via Aurora,1 89050 Gambarie di S. Stefano in Aspromonte (RC)tel. +39 0965 743060"
"IT9350163","Ente Parco Nazionale dell’Aspromonte","info.posta@parcoaspromonte.gov.it","in preparazione","","","N","","","","","","","Via Aurora,1 89050 Gambarie di S. Stefano in Aspromonte (RC)tel. +39 0965 743060"
"IT9350164","Provincia di Reggio Calabria","protocollo@pec.provincia.rc.it","in preparazione Per la parte interna al parco","Servizio di supporto nella predisposizione del Piano di gestione dei siti Natura 2000 sul territorio della Provincia di Reggio Calabria. Documento definitivo di Piano e allegati. Provincia di Reggio Calabria, 2007.","","Y","","","","","","","Piazza Italia - 89124 Reggio Calabria"
"IT9350164","Ente Parco Nazionale dell’Aspromonte","info.posta@parcoaspromonte.gov.it","in preparazione Per la parte interna al parco","Servizio di supporto nella predisposizione del Piano di gestione dei siti Natura 2000 sul territorio della Provincia di Reggio Calabria. Documento definitivo di Piano e allegati. Provincia di Reggio Calabria, 2007.","","Y","","","","","","","Via Aurora,1 89050 Gambarie di S. Stefano in Aspromonte (RC)tel. +39 0965 743060"
"IT9350168","Provincia di Reggio Calabria","protocollo@pec.provincia.rc.it","da proporre","Servizio di supporto nella predisposizione del Piano di gestione dei siti Natura 2000 sul territorio della Provincia di Reggio Calabria. Documento definitivo di Piano e allegati. Provincia di Reggio Calabria, 2007.","","Y","","","","","","","Piazza Italia - 89124 Reggio Calabria"
"IT9350171","Provincia di Reggio Calabria","protocollo@pec.provincia.rc.it","da proporre","Servizio di supporto nella predisposizione del Piano di gestione dei siti Natura 2000 sul territorio della Provincia di Reggio Calabria. Documento definitivo di Piano e allegati. Provincia di Reggio Calabria, 2007.","http://www.regione.calabria.it/index.php?option=com_frontpage&Itemid=1","Y","","","","","","","Piazza Italia - 89124 Reggio Calabria"
"IT9350177","Provincia di Reggio Calabria","protocollo@pec.provincia.rc.it","da proporre","Servizio di supporto nella predisposizione del Piano di gestione dei siti Natura 2000 sul territorio della Provincia di Reggio Calabria. Documento definitivo di Piano e allegati. Provincia di Reggio Calabria, 2007.","","Y","","","","","","","Piazza Italia - 89124 Reggio Calabria"
"ITA010002","","","","Piano di gestione Isole Egadi decreto n. 434 del 08/08/2012","","Y","","","","","","",""
"ITA010017","","","","Piano di gestione Monti di Trapani decreto n. 347 del 24/06/2010","","Y","","","","","","",""
"ITA010031","","","","Piano di gestione approvato con prescrizione Sciare e zone umide di Mazara e Marsala decreto n. 654 del 30/06/2009","","Y","","","","","","",""
"ITA020026","","","","Piano di gestione approvato con prescrizione Monti di Palermo e Valle del Fiume Oreto decreto n. 602 del 26/06/2009","","Y","","","","","","",""
"ITA020033","","","","Piano di gestione Zona montano-costiera del palermitano decreto n. 897 del 24/11/2010","","Y","","","","","","",""
"ITA030009","","","","Piano di gestione Monti Peloritani decreto n. 286 del 27/05/2010","","Y","","","","","","",""
"ITA030017","","","","Piano di gestione Monti Nebrodi decreto n. 883 del 25/11/2011","","Y","","","","","","",""
"ITA030021","","","","Piano di gestione Monti Peloritani decreto n. 286 del 27/05/2010","","Y","","","","","","",""
"ITA030026","","","","Piano di gestione Isole Eolie decreto n. 120 del 08/03/2013","","Y","","","","","","",""
"ITA030034","","","","Piano di gestione Rocche di Roccella Valdemone e Bosco di Malabotta decreto n. 536 del 04/08/2010","","Y","","","","","","",""
"ITA040012","","","","","","N","","","","","","",""
"ITA050001","","","","Piano di gestione Biviere e Macconi di Gela","","Y","","","","","","",""
"ITA060015","","","","Piano di gestione Fiume Simeto decreto n. 418 del 17/06/2011","","Y","","","","","","",""
"ITA070004","","","","Piano di gestione Timpa di Acireale decreto n. 898 del 24/11/2010","","Y","","","","","","",""
"ITA070007","Parco Regionale dei Nebrodi","","","Piano di gestione Monti Nebrodi decreto n. 883 del 25/11/2011","","Y","","","","","","",""
"ITA070014","","","","Piano di gestione approvato con prescrizione Monte Etna decreto n. 670 del 30/06/2009","","Y","","","","","","",""
"ITA070017","Parco regionale dell'Etna","","","Piano di gestione approvato con prescrizione Monte Etna decreto n. 670 del 30/06/2009","","Y","","","","","","",""
"ITA070021","","","","Piano di gestione Residui boschivi del catanese decreto n. 416 del 17/06/2011","","Y","","","","","","",""
"ITA080010","","","","","","N","","","","","","",""
"ITA080012","Regione Siciliana Ass.to Territorio e Ambiente Servizio 4°  Ass.to Territorio e Ambiente Servizio 4°","","","","","N","","","","","","","Via Ugo La Malfa 169 - 90146 Palermo"
"ITA090024","","","","Piano di gestione approvato con prescrizione Monti Iblei decreto n. 666 del 30/06/2009","","Y","","","","","","",""
"ITA090026","","","","","","N","","","","","","",""
"ITB010004","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","Piano di Gestione del SIC ITB010004 ""Foci del Coghinas"", approvato con Decreto Regionale n. 64 del 30/07/2008. Decreto pubblicato su BURAS n. 30 del 25/09/2008.","Piano di Gestione del SIC ITB010004 ""Foci del Coghinas"", approvato con Decreto Regionale n. 64 del 30/07/2008. Decreto pubblicato su BURAS n. 30 del 25/09/2008.","http://buras.regione.sardegna.it/custom/frontend/viewPart.xhtml?partId=f1566057-71c1-4f28-a170-4abe3c32e673","Y","","","","","","",""
"ITB010011","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","Piano di Gestione del SIC ITB010011 ""Stagno di S.Teodoro"""" approvato con Decreto Regionale n.  12 del 13/02/2009.","Piano di Gestione del SIC ITB010011 ""Stagno di S.Teodoro"""" approvato con Decreto Regionale n.  12 del 13/02/2009.","","Y","","","","","","",""
"ITB011155","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","Piano di Gestione del SIC ITB011155 ""Lago di Baratz-Porto Ferro"""" approvato con Delibera Regionale n. 104 del 26/11/2008. Decreto pubblicato su supplemento straordinario al BURAS n. 1 del 10/01/2009.","Piano di Gestione del SIC ITB011155 ""Lago di Baratz-Porto Ferro"""" approvato con Delibera Regionale n. 104 del 26/11/2008. Decreto pubblicato su supplemento straordinario al BURAS n. 1 del 10/01/2009.","http://buras.regione.sardegna.it/custom/frontend/viewPart.xhtml?partId=f117f059-91f6-4511-9d73-7aec4142748b","Y","","","","","","",""
"ITB023050","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","","","","N","","","","","","",""
"ITB030037","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","Piano di Gestione del SIC ITB030037 ""Stagno di S.Giusta"" approvato con Delibera Regionale n. 98 del 26/11/2008. Decreto pubblicato su supplemento straordinario al BURAS n. 1 del 10/01/2009.","Piano di Gestione del SIC ITB030037 ""Stagno di S.Giusta"" approvato con Delibera Regionale n. 98 del 26/11/2008. Decreto pubblicato su supplemento straordinario al BURAS n. 1 del 10/01/2009.","http://buras.regione.sardegna.it/custom/frontend/viewPart.xhtml?partId=f117f059-91f6-4511-9d73-7aec4142748b","Y","","","","","","",""
"ITB032239","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","Piano di Gestione del SIC ITB032239 ""San Giovanni di Sinis"" approvato con Decreto Regionale n. 108 del 30/07/2008. Decreto pubblicato su supplemento straordinario al BURAS n. 1 del 10/01/2009.","Piano di Gestione del SIC ITB032239 ""San Giovanni di Sinis"" approvato con Decreto Regionale n. 108 del 30/07/2008. Decreto pubblicato su supplemento straordinario al BURAS n. 1 del 10/01/2009.","http://buras.regione.sardegna.it/custom/frontend/viewPart.xhtml?partId=f117f059-91f6-4511-9d73-7aec4142748b","Y","","","","","","",""
"ITB034007","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","","","","N","","","","","","",""
"ITB040026","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","Piano di Gestione del SIC ITB040026 ""Isola del Toro"" approvato con Decreto Regionale n. 67  del 30/07/2008. Decreto pubblicato su BURAS n. 30 del 25/09/2008.","Piano di Gestione del SIC ITB040026 ""Isola del Toro"" approvato con Decreto Regionale n. 67  del 30/07/2008. Decreto pubblicato su BURAS n. 30 del 25/09/2008.","http://buras.regione.sardegna.it/custom/frontend/viewPart.xhtml?partId=f1566057-71c1-4f28-a170-4abe3c32e673","Y","","","","","","",""
"ITB040027","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","Piano di Gestione del SIC ITB040027 ""Isola di San Pietro"" approvato con Decreto Regionale n. 10  del 13/02/2009.","Piano di Gestione del SIC ITB040027 ""Isola di San Pietro"" approvato con Decreto Regionale n. 10  del 13/02/2009.","","Y","","","","","","",""
"ITB040028","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","Piano di gestione del SIC ITB040028 ""Punta S'Aliga""approvato con Decreto Regionale n. 9 del 13/02/2009.","Piano di gestione del SIC ITB040028 ""Punta S'Aliga""approvato con Decreto Regionale n. 9 del 13/02/2009.","","Y","","","","","","",""
"ITB040081","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","Piano di Gestione del SIC ITB040081 ""Isola della Vacca"" approvato con Decreto Regionale n. 67  del 30/07/2008. Decreto pubblicato su BURAS n. 30 del 25/09/2008.","Piano di Gestione del SIC ITB040081 ""Isola della Vacca"" approvato con Decreto Regionale n. 67  del 30/07/2008. Decreto pubblicato su BURAS n. 30 del 25/09/2008.","http://buras.regione.sardegna.it/custom/frontend/viewPart.xhtml?partId=f1566057-71c1-4f28-a170-4abe3c32e673","Y","","","","","","",""
"ITB042209","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","Piano di Gestione del SIC ITB042209 ""A Nord di Sa Salina"" approvato con Decreto Regionale n. 12 del 28/02/2008,. Decreto pubblicato su BURAS n. 21 del 28/06/2008.","Piano di Gestione del SIC ITB042209 ""A Nord di Sa Salina"" approvato con Decreto Regionale n. 12 del 28/02/2008,. Decreto pubblicato su BURAS n. 21 del 28/06/2008.","http://buras.regione.sardegna.it/custom/frontend/viewPart.xhtml?partId=4ee5f3e3-8c20-45e9-9c8e-19b6571c32d8","Y","","","","","","",""
"ITB042210","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","Piano di Gestione del SIC ITB042210 ""Punta Giunchera"" approvato con Decreto Regionale n. 12 del 28/02/2008,. Decreto pubblicato su BURAS n. 21 del 28/06/2008.","Piano di Gestione del SIC ITB042210 ""Punta Giunchera"" approvato con Decreto Regionale n. 12 del 28/02/2008,. Decreto pubblicato su BURAS n. 21 del 28/06/2008.","http://buras.regione.sardegna.it/custom/frontend/viewPart.xhtml?partId=4ee5f3e3-8c20-45e9-9c8e-19b6571c32d8","Y","","","","","","",""
"ITB042216","Regione Autonoma della Sardegna, Assessorato della difesa dell'Ambiente","difesa.ambiente@regione.sardegna.it","Piano di Gestione del SIC ""Sa Tanca e Sa Mura - Foxi Durci"" (ITB042216),approvato con Decreto Regionale n.10 del 28/02/2008,. Decreto pubblicato su BURAS n. 21 del 28/06/2008. Il Piano di Gestione è da aggiornare in seguito all'allargamento dell'area SIC. ","Piano di Gestione del SIC ""Sa Tanca e Sa Mura - Foxi Durci"" (ITB042216), approvato con Decreto Regionale n. 10 del 28/02/2008,. Decreto pubblicato su BURAS n. 21 del 28/06/2008.","http://buras.regione.sardegna.it/custom/frontend/viewPart.xhtml?partId=4ee5f3e3-8c20-45e9-9c8e-19b6571c32d8","N","","","","","","","Via Roma 80, 09123 Cagliari"
"ITB043026","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","","","","N","","","","","","",""
"ITB043027","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","","","","N","","","","","","",""
"ITB043055","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","","","","N","","","","","","",""
"IT5120015","","","","","","N","","","","","","",""
"IT5120011","Consorzio (Consiglio di Gestione).","","Attraverso la Legge Istitutiva (L.R. 5/85), manca il Piano del Parco.","Attraverso la Legge Istitutiva (L.R. 5/85), manca il Piano del Parco.","","N","","","","","","",""
"IT4060003","ENTI GESTORI: Ente di Gestione per i Parchi e la Biodiversità Delta del Po - Regione Emilia-Romagna - MiPAAF, Gestione ex ASFD","-","sono vigenti le Misure Specifiche di Conservazione e sono consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/msc-pg","","","N","","","","","","","recapiti ed email consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/enti"
"IT4060011","ENTE GESTORE: Regione Emilia-Romagna","-","sono vigenti le Misure Specifiche di Conservazione e sono consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/msc-pg","","","N","","","","","","","recapiti ed email consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/enti"
"IT4070007","ENTE GESTORE: Ente di Gestione per i Parchi e la Biodiversità Delta del Po","-","sono vigenti le Misure Specifiche di Conservazione e sono consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/msc-pg","","","P","","","","","","","recapiti ed email consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/enti"
"IT4070008","ENTI GESTORI: Ente di Gestione per i Parchi e la Biodiversità Delta del Po - Regione Emilia-Romagna","-","sono vigenti le Misure Specifiche di Conservazione e sono consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/msc-pg","","","N","","","","","","","recapiti ed email consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/enti"
"IT4070017","ENTE GESTORE: Ente di Gestione per i Parchi e la Biodiversità Romagna","-","Piani di Gestione e Misure Specifiche di Conservazione sono consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/msc-pg","","","Y","","","","","","","recapiti ed email consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/enti"
"IT4070021","ENTI GESTORI: Ente di Gestione per i Parchi e la Biodiversità Delta del Po - Regione Emilia-Romagna","-","Piani di Gestione e Misure Specifiche di Conservazione sono consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/msc-pg","","","Y","","","","","","","recapiti ed email consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/enti"
"IT4080001","ENTE GESTORE: Parco nazionale Foreste Casentinesi, Monte Falterona e Campigna","-","sono vigenti le Misure Specifiche di Conservazione e sono consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/msc-pg","","","N","","","","","","","recapiti ed email consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/enti"
"IT4080004","ENTI GESTORI: Ente di Gestione per i Parchi e la Biodiversità Romagna - Regione Emilia-Romagna","-","sono vigenti le Misure Specifiche di Conservazione e sono consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/msc-pg","","","N","","","","","","","recapiti ed email consultabili sul web: http://ambiente.regione.emilia-romagna.it/parchi-natura2000/rete-natura-2000/enti"
"IT5120013","Consorzio (Consiglio di Gestione).","","Attraverso la legge istitutiva (L.R. 5/85), manca il piano del Parco.","Attraverso la legge istitutiva (L.R. 5/85), manca il piano del Parco.","","N","","","","","","",""
